title,author,rating,image,author_link,book_link,description,no_of_ratings,published_year,genres
Freedom At Midnight (Paperback),Dominique Lapierre,4.33,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365170106l/204123._SX50_.jpg,https://www.goodreads.com/author/show/35333.Dominique_Lapierre,https://www.goodreads.com/book/show/204123.Freedom_At_Midnight,"The end of an empire. The birth of two nations. Seventy years ago, at midnight on August 14, 1947, the Union Jack began its final journey down the flagstaff of Viceroy’s House, New Delhi. A fifth of humanity claimed their independence from the greatest empire history has ever seen—but the price of freedom was high, as a nation erupted into riots and bloodshed, partition and war. Freedom at Midnight is the true story of the events surrounding Indian independence, beginning with the appointment of Lord Mountbatten of Burma as the last Viceroy of British India, and ending with the assassination and funeral of Mahatma Gandhi. The book was an international bestseller and achieved enormous acclaim in the United States, Italy, Spain, and France. “There is no single passage in this profoundly researched book that one could actually fault. Having been there most of the time in question and having assisted at most of the encounters, I can vouch for the accuracy of its general mood. It is a work of scholarship, of investigation, research and of significance.” —James Cameron, The New York Sunday Times “Freedom at Midnight is a panoramic spectacular of a book that reads more like sensational fiction than like history, even though it is all true….. The narrative is as lively, as informative and as richly detailed as a maharaja’s palace.” —Judson Hand, The New York Daily News “Outrageously and endlessly fascinating is my awestruck reaction to Freedom at Midnight. The new sure-to-be bestseller by Larry Collins and Dominique Lapierre. It is all here: maharajas and tigers, filth and squalor, extravagance and macabre sex, massacres, smells, starvation, cruelty and heroism. Collins and Lapierre have made human history breathtaking and heartbreaking.” —Margaret Manning, The Boston Globe “No subject, I thought, as I picked up Freedom at Midnight, could be of less interest to me than a story of how Independence came to India after three centuries of British rule. I opened the book and began to flip through the photographs: here was a picture of Gandhi dressed in his loincloth going to have tea with the King of England; there was a picture of a maharaja being measured against his weight in gold; and another of thousands of vultures devouring corpses in the street. I began to read, fascinated. Here was the whole chronicle illustrated with anecdotes and masterful character sketches of how the British had come to India, how they had ruled it and how, finally, compelled by the force of economics and history, they had been forced to leave it divided…… Collins and Lapierre are such good writers that their books are so interesting that they are impossible to put down.” —J.M. Sanchez, The Houston Chronicle",11407.0,1975.0,"['History', 'Nonfiction', 'India', 'Politics', 'Pakistan', 'Historical', 'Asia']"
Secret Daughter (Hardcover),Shilpi Somaya Gowda,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347708559l/6905012._SY75_.jpg,https://www.goodreads.com/author/show/3090079.Shilpi_Somaya_Gowda,https://www.goodreads.com/book/show/6905012-secret-daughter,"Somer's life is everything she imagined it would be — she's newly married and has started her career as a physician in San Francisco — until she makes the devastating discovery she never will be able to have children. The same year in India, a poor mother makes the heartbreaking choice to save her newborn daughter's life by giving her away. It is a decision that will haunt Kavita for the rest of her life, and cause a ripple effect that travels across the world and back again. Asha, adopted out of a Mumbai orphanage, is the child that binds the destinies of these two women. We follow both families, invisibly connected until Asha's journey of self-discovery leads her back to India. Compulsively readable and deeply touching, SECRET DAUGHTER is a story of the unforeseen ways in which our choices and families affect our lives, and the indelible power of love in all its many forms.",78208.0,2010.0,"['Fiction', 'Book Club', 'India', 'Contemporary', 'Adoption', 'Canada', 'Family']"
Meditations (Hardcover),Marcus Aurelius,4.28,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1750554861l/233411514._SY75_.jpg,https://www.goodreads.com/author/show/17212.Marcus_Aurelius,https://www.goodreads.com/book/show/233411514-meditations,,368553.0,,[]
The Republic (Paperback),Plato,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925655l/30289._SY75_.jpg,https://www.goodreads.com/author/show/879.Plato,https://www.goodreads.com/book/show/30289.The_Republic,,230192.0,,[]
Thus Spoke Zarathustra (Paperback),Friedrich Nietzsche,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1650680683l/51893._SY75_.jpg,https://www.goodreads.com/author/show/1938.Friedrich_Nietzsche,https://www.goodreads.com/book/show/51893.Thus_Spoke_Zarathustra,,180629.0,1883.0,[]
Beyond Good and Evil (Paperback),Friedrich Nietzsche,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388607391l/12321._SY75_.jpg,https://www.goodreads.com/author/show/1938.Friedrich_Nietzsche,https://www.goodreads.com/book/show/12321.Beyond_Good_and_Evil,,117743.0,1886.0,[]
The Stranger (Paperback),Albert Camus,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1738704267l/49552._SY75_.jpg,https://www.goodreads.com/author/show/957894.Albert_Camus,https://www.goodreads.com/book/show/49552.The_Stranger,,1472729.0,1942.0,[]
Man's Search for Meaning (Paperback),Viktor E. Frankl,4.37,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535419394l/4069._SY75_.jpg,https://www.goodreads.com/author/show/2782.Viktor_E_Frankl,https://www.goodreads.com/book/show/4069.Man_s_Search_for_Meaning,,914234.0,1946.0,[]
The Prince (Paperback),Niccolò Machiavelli,3.84,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390055828l/28862._SY75_.jpg,https://www.goodreads.com/author/show/16201.Niccol_Machiavelli,https://www.goodreads.com/book/show/28862.The_Prince,,392686.0,1532.0,[]
Sophie’s World (Paperback),Jostein Gaarder,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343459906l/10959._SY75_.jpg,https://www.goodreads.com/author/show/1388082.Jostein_Gaarder,https://www.goodreads.com/book/show/10959.Sophie_s_World,,287713.0,1991.0,[]
Tao Te Ching (Paperback),Lao Tzu,4.29,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333578861l/67896._SY75_.jpg,https://www.goodreads.com/author/show/2622245.Lao_Tzu,https://www.goodreads.com/book/show/67896.Tao_Te_Ching,,186037.0,,[]
The Nicomachean Ethics (Paperback),Aristotle,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520339295l/19068._SY75_.jpg,https://www.goodreads.com/author/show/2192.Aristotle,https://www.goodreads.com/book/show/19068.The_Nicomachean_Ethics,,62332.0,,[]
The Art of War (Paperback),Sun Tzu,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630683326l/10534._SY75_.jpg,https://www.goodreads.com/author/show/1771.Sun_Tzu,https://www.goodreads.com/book/show/10534.The_Art_of_War,,587261.0,,[]
Letters from a Stoic (Paperback),Seneca,4.32,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421619214l/97411._SY75_.jpg,https://www.goodreads.com/author/show/4918776.Seneca,https://www.goodreads.com/book/show/97411.Letters_from_a_Stoic,,59334.0,,[]
Critique of Pure Reason (Paperback),Immanuel Kant,3.96,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1757108780l/18288._SY75_.jpg,https://www.goodreads.com/author/show/11038.Immanuel_Kant,https://www.goodreads.com/book/show/18288.Critique_of_Pure_Reason,,43486.0,1781.0,[]
Siddhartha (Mass Market Paperback),Hermann Hesse,4.09,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629378189l/52036._SY75_.jpg,https://www.goodreads.com/author/show/1113469.Hermann_Hesse,https://www.goodreads.com/book/show/52036.Siddhartha,,899153.0,1922.0,[]
A History of Western Philosophy (Paperback),Bertrand Russell,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1709106488l/243685._SY75_.jpg,https://www.goodreads.com/author/show/17854.Bertrand_Russell,https://www.goodreads.com/book/show/243685.A_History_of_Western_Philosophy,,42039.0,1945.0,[]
The Symposium (Paperback),Plato,4.09,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1613319225l/81779._SY75_.jpg,https://www.goodreads.com/author/show/879.Plato,https://www.goodreads.com/book/show/81779.The_Symposium,,93290.0,,[]
The Communist Manifesto (Paperback),Karl Marx,3.69,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1740105815l/30474._SY75_.jpg,https://www.goodreads.com/author/show/7084.Karl_Marx,https://www.goodreads.com/book/show/30474.The_Communist_Manifesto,,205091.0,1848.0,[]
The Myth of Sisyphus (Paperback),Albert Camus,4.16,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347654509l/91950._SY75_.jpg,https://www.goodreads.com/author/show/957894.Albert_Camus,https://www.goodreads.com/book/show/91950.The_Myth_of_Sisyphus,,102561.0,1942.0,[]
"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,3.78,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410136019l/629._SY75_.jpg,https://www.goodreads.com/author/show/401.Robert_M_Pirsig,https://www.goodreads.com/book/show/629.Zen_and_the_Art_of_Motorcycle_Maintenance,,248587.0,1974.0,[]
The Alchemist (Paperback),Paulo Coelho,3.92,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1654371463l/18144590._SY75_.jpg,https://www.goodreads.com/author/show/566.Paulo_Coelho,https://www.goodreads.com/book/show/18144590-the-alchemist,,3677787.0,1988.0,[]
Being and Time (Hardcover),Martin Heidegger,4.05,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1757108866l/92307._SX50_.jpg,https://www.goodreads.com/author/show/6191.Martin_Heidegger,https://www.goodreads.com/book/show/92307.Being_and_Time,,28396.0,1927.0,[]
Fear and Trembling (Paperback),Søren Kierkegaard,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309286516l/24965._SY75_.jpg,https://www.goodreads.com/author/show/6172.S_ren_Kierkegaard,https://www.goodreads.com/book/show/24965.Fear_and_Trembling,,32693.0,1843.0,[]
On the Genealogy of Morals (Paperback),Friedrich Nietzsche,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386923909l/80449._SY75_.jpg,https://www.goodreads.com/author/show/1938.Friedrich_Nietzsche,https://www.goodreads.com/book/show/80449.On_the_Genealogy_of_Morals,,37274.0,1887.0,[]
Being and Nothingness (Paperback),Jean-Paul Sartre,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1738688105l/10033._SX50_.jpg,https://www.goodreads.com/author/show/1466.Jean_Paul_Sartre,https://www.goodreads.com/book/show/10033.Being_and_Nothingness,,35600.0,1943.0,[]
Nausea (Hardcover),Jean-Paul Sartre,3.93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1738688084l/298275._SY75_.jpg,https://www.goodreads.com/author/show/1466.Jean_Paul_Sartre,https://www.goodreads.com/book/show/298275.Nausea,,143947.0,1938.0,[]
Candide (Paperback),Voltaire,3.76,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345060082l/19380._SY75_.jpg,https://www.goodreads.com/author/show/5754446.Voltaire,https://www.goodreads.com/book/show/19380.Candide,,306883.0,1759.0,[]
Existentialism is a Humanism (Paperback),Jean-Paul Sartre,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328870158l/51985._SY75_.jpg,https://www.goodreads.com/author/show/1466.Jean_Paul_Sartre,https://www.goodreads.com/book/show/51985.Existentialism_is_a_Humanism,,48284.0,1946.0,[]
Leviathan (Paperback),Thomas Hobbes,3.7,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326788684l/91953._SY75_.jpg,https://www.goodreads.com/author/show/10122.Thomas_Hobbes,https://www.goodreads.com/book/show/91953.Leviathan,,54228.0,1651.0,[]
Apology (Paperback),Plato,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1212606317l/73945._SY75_.jpg,https://www.goodreads.com/author/show/879.Plato,https://www.goodreads.com/book/show/73945.Apology,,69609.0,,[]
The Myth of Sisyphus and Other Essays (Paperback),Albert Camus,4.21,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533718219l/11987._SY75_.jpg,https://www.goodreads.com/author/show/957894.Albert_Camus,https://www.goodreads.com/book/show/11987.The_Myth_of_Sisyphus_and_Other_Essays,,66387.0,1942.0,[]
The Social Contract (Paperback),Jean-Jacques Rousseau,3.78,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388197284l/12651._SY75_.jpg,https://www.goodreads.com/author/show/7994.Jean_Jacques_Rousseau,https://www.goodreads.com/book/show/12651.The_Social_Contract,,59301.0,1762.0,[]
Ethics (Paperback),Baruch Spinoza,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704216887l/205218._SY75_.jpg,https://www.goodreads.com/author/show/122092.Baruch_Spinoza,https://www.goodreads.com/book/show/205218.Ethics,,21956.0,1677.0,[]
"The Art of Living: The Classical Manual on Virtue, Happiness and Effectiveness (Paperback)",Epictetus,4.24,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388969321l/24618._SY75_.jpg,https://www.goodreads.com/author/show/13852.Epictetus,https://www.goodreads.com/book/show/24618.The_Art_of_Living,,38070.0,,[]
On Liberty (Paperback),John Stuart Mill,3.96,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555338584l/385228._SY75_.jpg,https://www.goodreads.com/author/show/57651.John_Stuart_Mill,https://www.goodreads.com/book/show/385228.On_Liberty,,44240.0,1859.0,[]
On the Shortness of Life: Life Is Long if You Know How to Use It (Penguin Great Ideas),Seneca,4.16,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1619107079l/97412._SY75_.jpg,https://www.goodreads.com/author/show/4918776.Seneca,https://www.goodreads.com/book/show/97412.On_the_Shortness_of_Life,,47879.0,,[]
The Problems of Philosophy (Paperback),Bertrand Russell,3.9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405495766l/31799._SX50_.jpg,https://www.goodreads.com/author/show/17854.Bertrand_Russell,https://www.goodreads.com/book/show/31799.The_Problems_of_Philosophy,,18979.0,1912.0,[]
An Enquiry Concerning Human Understanding (Paperback),David Hume,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348617665l/130119._SX50_.jpg,https://www.goodreads.com/author/show/45726.David_Hume,https://www.goodreads.com/book/show/130119.An_Enquiry_Concerning_Human_Understanding,,22785.0,1748.0,[]
"Walden or, Life in the Woods (Paperback)",Henry David Thoreau,3.77,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630470982l/16902._SY75_.jpg,https://www.goodreads.com/author/show/10264.Henry_David_Thoreau,https://www.goodreads.com/book/show/16902.Walden_or_Life_in_the_Woods,,206877.0,1854.0,[]
"The Trial and Death of Socrates (Euthyphro, Apology, Crito, Phaedo)",Plato,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388197286l/22632._SY75_.jpg,https://www.goodreads.com/author/show/879.Plato,https://www.goodreads.com/book/show/22632.The_Trial_and_Death_of_Socrates,,46906.0,,[]
Politics (Paperback),Aristotle,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391135988l/19083._SY75_.jpg,https://www.goodreads.com/author/show/2192.Aristotle,https://www.goodreads.com/book/show/19083.Politics,,43541.0,,[]
Tractatus Logico-Philosophicus (Paperback),Ludwig Wittgenstein,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396830687l/12075._SY75_.jpg,https://www.goodreads.com/author/show/7672.Ludwig_Wittgenstein,https://www.goodreads.com/book/show/12075.Tractatus_Logico_Philosophicus,,22828.0,1921.0,[]
Meditations on First Philosophy (Paperback),René Descartes,3.73,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405624521l/30658._SY75_.jpg,https://www.goodreads.com/author/show/36556.Ren_Descartes,https://www.goodreads.com/book/show/30658.Meditations_on_First_Philosophy,,30242.0,1641.0,[]
Discipline and Punish: The Birth of the Prison (Paperback),Michel Foucault,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400737037l/80369._SY75_.jpg,https://www.goodreads.com/author/show/1260.Michel_Foucault,https://www.goodreads.com/book/show/80369.Discipline_and_Punish,,37835.0,1975.0,[]
Phenomenology of Spirit (Paperback),Georg Wilhelm Friedrich Hegel,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425522818l/9454._SY75_.jpg,https://www.goodreads.com/author/show/6188.Georg_Wilhelm_Friedrich_Hegel,https://www.goodreads.com/book/show/9454.Phenomenology_of_Spirit,,20868.0,1807.0,[]
The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers (Paperback),Will Durant,4.15,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438471992l/31795._SY75_.jpg,https://www.goodreads.com/author/show/16184.Will_Durant,https://www.goodreads.com/book/show/31795.The_Story_of_Philosophy,,18313.0,1926.0,[]
Groundwork of the Metaphysics of Morals (Paperback),Immanuel Kant,3.83,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1757108802l/60080._SY75_.jpg,https://www.goodreads.com/author/show/11038.Immanuel_Kant,https://www.goodreads.com/book/show/60080.Groundwork_of_the_Metaphysics_of_Morals,,23247.0,1785.0,[]
The Prophet (Paperback),Kahlil Gibran,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355046521l/2547._SY75_.jpg,https://www.goodreads.com/author/show/6466154.Kahlil_Gibran,https://www.goodreads.com/book/show/2547.The_Prophet,,334797.0,1923.0,[]
The Plague (Paperback),Albert Camus,4.02,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503362434l/11989._SY75_.jpg,https://www.goodreads.com/author/show/957894.Albert_Camus,https://www.goodreads.com/book/show/11989.The_Plague,,325067.0,1947.0,[]
Discourse on Method and Meditations on First Philosophy (Paperback),René Descartes,3.77,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405624402l/31862._SY75_.jpg,https://www.goodreads.com/author/show/36556.Ren_Descartes,https://www.goodreads.com/book/show/31862.Discourse_on_Method_and_Meditations_on_First_Philosophy,,37406.0,1637.0,[]
The Metamorphosis (Mass Market Paperback),Franz Kafka,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646444605l/485894._SY75_.jpg,https://www.goodreads.com/author/show/5223.Franz_Kafka,https://www.goodreads.com/book/show/485894.The_Metamorphosis,,1499246.0,1915.0,[]
Meditations (Hardcover),Marcus Aurelius,4.28,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1750554861l/233411514._SY75_.jpg,https://www.goodreads.com/author/show/17212.Marcus_Aurelius,https://www.goodreads.com/book/show/233411514-meditations,,368553.0,,[]
The Republic (Paperback),Plato,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925655l/30289._SY75_.jpg,https://www.goodreads.com/author/show/879.Plato,https://www.goodreads.com/book/show/30289.The_Republic,,230192.0,,[]
Thus Spoke Zarathustra (Paperback),Friedrich Nietzsche,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1650680683l/51893._SY75_.jpg,https://www.goodreads.com/author/show/1938.Friedrich_Nietzsche,https://www.goodreads.com/book/show/51893.Thus_Spoke_Zarathustra,,180629.0,1883.0,[]
Beyond Good and Evil (Paperback),Friedrich Nietzsche,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388607391l/12321._SY75_.jpg,https://www.goodreads.com/author/show/1938.Friedrich_Nietzsche,https://www.goodreads.com/book/show/12321.Beyond_Good_and_Evil,,117743.0,1886.0,[]
The Stranger (Paperback),Albert Camus,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1738704267l/49552._SY75_.jpg,https://www.goodreads.com/author/show/957894.Albert_Camus,https://www.goodreads.com/book/show/49552.The_Stranger,,1472729.0,1942.0,[]
Man's Search for Meaning (Paperback),Viktor E. Frankl,4.37,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535419394l/4069._SY75_.jpg,https://www.goodreads.com/author/show/2782.Viktor_E_Frankl,https://www.goodreads.com/book/show/4069.Man_s_Search_for_Meaning,,914234.0,1946.0,[]
The Prince (Paperback),Niccolò Machiavelli,3.84,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390055828l/28862._SY75_.jpg,https://www.goodreads.com/author/show/16201.Niccol_Machiavelli,https://www.goodreads.com/book/show/28862.The_Prince,,392686.0,1532.0,[]
Sophie’s World (Paperback),Jostein Gaarder,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343459906l/10959._SY75_.jpg,https://www.goodreads.com/author/show/1388082.Jostein_Gaarder,https://www.goodreads.com/book/show/10959.Sophie_s_World,,287713.0,1991.0,[]
Tao Te Ching (Paperback),Lao Tzu,4.29,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333578861l/67896._SY75_.jpg,https://www.goodreads.com/author/show/2622245.Lao_Tzu,https://www.goodreads.com/book/show/67896.Tao_Te_Ching,,186037.0,,[]
The Nicomachean Ethics (Paperback),Aristotle,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520339295l/19068._SY75_.jpg,https://www.goodreads.com/author/show/2192.Aristotle,https://www.goodreads.com/book/show/19068.The_Nicomachean_Ethics,,62332.0,,[]
The Art of War (Paperback),Sun Tzu,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630683326l/10534._SY75_.jpg,https://www.goodreads.com/author/show/1771.Sun_Tzu,https://www.goodreads.com/book/show/10534.The_Art_of_War,,587261.0,,[]
Letters from a Stoic (Paperback),Seneca,4.32,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421619214l/97411._SY75_.jpg,https://www.goodreads.com/author/show/4918776.Seneca,https://www.goodreads.com/book/show/97411.Letters_from_a_Stoic,,59334.0,,[]
Critique of Pure Reason (Paperback),Immanuel Kant,3.96,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1757108780l/18288._SY75_.jpg,https://www.goodreads.com/author/show/11038.Immanuel_Kant,https://www.goodreads.com/book/show/18288.Critique_of_Pure_Reason,,43486.0,1781.0,[]
Siddhartha (Mass Market Paperback),Hermann Hesse,4.09,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629378189l/52036._SY75_.jpg,https://www.goodreads.com/author/show/1113469.Hermann_Hesse,https://www.goodreads.com/book/show/52036.Siddhartha,,899153.0,1922.0,[]
A History of Western Philosophy (Paperback),Bertrand Russell,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1709106488l/243685._SY75_.jpg,https://www.goodreads.com/author/show/17854.Bertrand_Russell,https://www.goodreads.com/book/show/243685.A_History_of_Western_Philosophy,,42039.0,1945.0,[]
The Symposium (Paperback),Plato,4.09,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1613319225l/81779._SY75_.jpg,https://www.goodreads.com/author/show/879.Plato,https://www.goodreads.com/book/show/81779.The_Symposium,,93290.0,,[]
The Communist Manifesto (Paperback),Karl Marx,3.69,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1740105815l/30474._SY75_.jpg,https://www.goodreads.com/author/show/7084.Karl_Marx,https://www.goodreads.com/book/show/30474.The_Communist_Manifesto,,205091.0,1848.0,[]
The Myth of Sisyphus (Paperback),Albert Camus,4.16,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347654509l/91950._SY75_.jpg,https://www.goodreads.com/author/show/957894.Albert_Camus,https://www.goodreads.com/book/show/91950.The_Myth_of_Sisyphus,,102561.0,1942.0,[]
"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,3.78,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410136019l/629._SY75_.jpg,https://www.goodreads.com/author/show/401.Robert_M_Pirsig,https://www.goodreads.com/book/show/629.Zen_and_the_Art_of_Motorcycle_Maintenance,,248587.0,1974.0,[]
The Alchemist (Paperback),Paulo Coelho,3.92,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1654371463l/18144590._SY75_.jpg,https://www.goodreads.com/author/show/566.Paulo_Coelho,https://www.goodreads.com/book/show/18144590-the-alchemist,,3677787.0,1988.0,[]
Being and Time (Hardcover),Martin Heidegger,4.05,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1757108866l/92307._SX50_.jpg,https://www.goodreads.com/author/show/6191.Martin_Heidegger,https://www.goodreads.com/book/show/92307.Being_and_Time,,28396.0,1927.0,[]
Fear and Trembling (Paperback),Søren Kierkegaard,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309286516l/24965._SY75_.jpg,https://www.goodreads.com/author/show/6172.S_ren_Kierkegaard,https://www.goodreads.com/book/show/24965.Fear_and_Trembling,,32693.0,1843.0,[]
On the Genealogy of Morals (Paperback),Friedrich Nietzsche,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386923909l/80449._SY75_.jpg,https://www.goodreads.com/author/show/1938.Friedrich_Nietzsche,https://www.goodreads.com/book/show/80449.On_the_Genealogy_of_Morals,,37274.0,1887.0,[]
Being and Nothingness (Paperback),Jean-Paul Sartre,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1738688105l/10033._SX50_.jpg,https://www.goodreads.com/author/show/1466.Jean_Paul_Sartre,https://www.goodreads.com/book/show/10033.Being_and_Nothingness,,35600.0,1943.0,[]
Nausea (Hardcover),Jean-Paul Sartre,3.93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1738688084l/298275._SY75_.jpg,https://www.goodreads.com/author/show/1466.Jean_Paul_Sartre,https://www.goodreads.com/book/show/298275.Nausea,,143947.0,1938.0,[]
Candide (Paperback),Voltaire,3.76,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345060082l/19380._SY75_.jpg,https://www.goodreads.com/author/show/5754446.Voltaire,https://www.goodreads.com/book/show/19380.Candide,,306883.0,1759.0,[]
Existentialism is a Humanism (Paperback),Jean-Paul Sartre,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328870158l/51985._SY75_.jpg,https://www.goodreads.com/author/show/1466.Jean_Paul_Sartre,https://www.goodreads.com/book/show/51985.Existentialism_is_a_Humanism,,48284.0,1946.0,[]
Leviathan (Paperback),Thomas Hobbes,3.7,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326788684l/91953._SY75_.jpg,https://www.goodreads.com/author/show/10122.Thomas_Hobbes,https://www.goodreads.com/book/show/91953.Leviathan,,54228.0,1651.0,[]
Apology (Paperback),Plato,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1212606317l/73945._SY75_.jpg,https://www.goodreads.com/author/show/879.Plato,https://www.goodreads.com/book/show/73945.Apology,,69609.0,,[]
The Myth of Sisyphus and Other Essays (Paperback),Albert Camus,4.21,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533718219l/11987._SY75_.jpg,https://www.goodreads.com/author/show/957894.Albert_Camus,https://www.goodreads.com/book/show/11987.The_Myth_of_Sisyphus_and_Other_Essays,,66387.0,1942.0,[]
The Social Contract (Paperback),Jean-Jacques Rousseau,3.78,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388197284l/12651._SY75_.jpg,https://www.goodreads.com/author/show/7994.Jean_Jacques_Rousseau,https://www.goodreads.com/book/show/12651.The_Social_Contract,,59301.0,1762.0,[]
Ethics (Paperback),Baruch Spinoza,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704216887l/205218._SY75_.jpg,https://www.goodreads.com/author/show/122092.Baruch_Spinoza,https://www.goodreads.com/book/show/205218.Ethics,,21956.0,1677.0,[]
"The Art of Living: The Classical Manual on Virtue, Happiness and Effectiveness (Paperback)",Epictetus,4.24,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388969321l/24618._SY75_.jpg,https://www.goodreads.com/author/show/13852.Epictetus,https://www.goodreads.com/book/show/24618.The_Art_of_Living,,38070.0,,[]
